Id,Topic,Human,Normed_variability,Normed_stability,Coherence,PMI,NPMI,DS,CP,CV
183,"money pay land bank business paid property amount financial sell
",4.0,0.8927653791887213,0.732928754350178,-351.43527726183476,0.17,0.65,0.17711,0.22993,0.34902
184,"year day time years days calendar every night hours month
",3.4,0.8329283276896392,0.8107979344986578,-309.8794815807708,0.18,0.62,0.13832,-0.18816,0.44557
185,"bar till color text link id wiki value end rgb
",2.0,0.782264270244478,0.9898789295226313,-305.3918598738386,0.37,1.24,0.33168,0.33513,0.50473
186,"would first time made new could one also later started
",1.6,0.1580999033512216,0.8218139787107096,-201.75593875162627,0.05,0.14,0.14337,-0.04015,0.34797
187,"years found ago fossil million species group lived known dinosaur
",3.4,0.791958293126969,0.7979665667651583,-246.64614688341786,0.2,0.62,0.19645,-0.20289,0.48546
188,"first two second three one race five four round third
",3.0,0.7317673891544084,0.6058184452544145,-272.4359520546893,0.12,0.36,0.26224,0.29563,0.35734
189,"language languages people spoken words speak spanish english french chinese
",4.0,0.9114274415262529,0.9593033394535179,-265.49372134681005,0.26,0.87,0.22377,-0.22256,0.40083
190,"cell cells gene protein genetic dna proteins structure chromosomes genes
",3.8,0.8782387425338793,0.8840435057649154,-220.2956717384756,0.36,1.35,0.28121,0.80789,0.62663
191,"music instrument orchestra instruments play played musical notes sound key
",4.0,0.9019851866382459,0.9142527708637889,-251.05014214067342,0.27,0.93,0.18280,-0.17805,0.49298
192,"city people area town cities also population largest many capital
",3.2,0.7352879207311075,0.9109689372064127,-236.98136652482145,0.16,0.49,0.16963,-0.00091,0.43719
193,"vs head teeth body feet foot hand back push bones
",2.4,0.9085272287749718,0.5741715297309425,-390.2917300183765,0.13,0.51,0.12305,-0.22736,0.47899
194,"local end return args table function string mw header text
",2.0,0.6813881864421659,0.9467234867576046,-259.2765652847354,0.33,1.2,0.10414,-0.05006,0.40231
195,"sex women female male woman sexual men man marriage penis
",3.6,0.8997265208976803,0.7178435368839032,-277.4538236101184,0.26,0.94,0.28413,0.51765,0.46186
196,"company states members also world organization countries public group service
",2.6,0.7513146432841528,0.3925161920065393,-301.7546244201527,0.07,0.25,0.12072,-0.13273,0.40355
197,"tropical storm hurricane cyclone season weather damage caused winds rain
",4.0,0.7503853834548485,0.8970479541331753,-219.43231877845108,0.37,1.28,0.29081,0.40870,0.48391
198,"many called also used different like made make one usually
",1.2,0.0,0.9049656150619113,-155.8118752548691,0.05,0.12,0.13568,-0.29072,0.38736
199,"built building house bridge buildings stone large site used opened
",3.6,0.8751137713707802,0.716449370445552,-318.15913378608735,0.15,0.54,0.23481,-0.21905,0.44064
200,"yankees game runs hit home inning innings run two first
",3.8,0.8161942978844053,0.9676259431315163,-149.83060852166224,0.25,0.76,0.28552,0.16958,0.44211
201,"said statement also according news one last two made would
",1.6,0.11917499768795088,0.9645601110373696,-89.75597641096084,0.01,0.02,0.16131,0.30177,0.43120
202,"nuclear korean weapons missile japanese iranian sanctions states military visit
",3.4,0.8345317002559947,0.9125376695100107,-264.30535154699373,0.22,0.86,0.11629,0.17760,0.37891
203,"first two second win three third one final four victory
",2.8,0.26240806273310363,0.9386497336737736,-125.39208026975905,0.12,0.37,0.25195,0.06310,0.37750
204,"million auction bonds sold sale market art sales revenue sell
",3.2,0.8557057641009294,0.9850204177995571,-239.50908854237363,0.19,0.68,0.16841,0.20501,0.53175
205,"said would could also new take next decision two make
",2.2,0.08010071104814358,0.9708374543735819,-91.5489131922125,0.02,0.04,0.18846,0.14524,0.37436
206,"people political public speech change issues debate also view many
",2.6,0.3245975432316089,0.3852134869313525,-175.20193931799724,0.03,0.11,0.11666,0.11531,0.31686
207,"food products skin foods water farmers organic sugar farm body
",3.2,0.9228712386558902,0.7938570042664655,-308.5876716733449,0.15,0.64,0.13603,0.16414,0.33294
208,"dogs dog animals birds animal cats cat pet pets bird
",3.4,0.9439167789540575,0.8325514077088629,-288.6614470012104,0.28,1.25,0.32533,0.26684,0.40295
209,"workers work employees jobs labor job union pay working unions
",3.4,0.8772744688588895,0.9378247553523443,-220.1018378473083,0.16,0.59,0.18804,0.04889,0.41754
210,"refugees migrants immigrants immigration people border country refugee german asylum
",3.8,0.8863909931715813,0.8421121240563343,-236.3062177210439,0.19,0.77,0.22702,0.17301,0.31190
211,"chinese government foreign russian country philippines local international island news
",3.8,0.8244984690805407,0.7877938044523525,-254.4591847109515,0.08,0.3,0.18130,0.09875,0.34673
212,"investigation prosecutors charges federal case office criminal lawyer attorney former
",4.0,0.8134258647799808,0.8783168546058375,-170.53031098556724,0.21,0.72,0.17162,0.16794,0.35480
213,"world one like good even know think get many got
",1.0,0.24089693757133587,0.808535880741429,-86.46180500973317,0.06,0.16,0.18979,0.17450,0.35925
214,"media social video online people users posted videos post photos
",3.4,0.7782624532812747,0.8765065906614387,-222.7748300785447,0.17,0.63,0.13680,0.11748,0.40411
215,"bill republicans democrats legislation lawmakers would state measure vote federal
",4.0,0.8035611957100021,0.707831766919384,-185.1385005398806,0.19,0.65,0.18836,0.11197,0.44125
216,"book books read novel wrote writing work story life new
",2.4,0.6079942386132634,0.5070880697289495,-196.71714273234988,0.11,0.42,0.14603,0.11351,0.45134
217,"police said officers man officer shot two shooting authorities city
",3.6,0.6300054900010027,0.9828723139017449,-180.16702951344493,0.12,0.4,0.11058,0.15539,0.35942
218,"fire train security passengers said station airport lines bus service
",3.2,0.8433827153749546,0.18442198882582417,-279.23343928876193,0.13,0.51,0.15707,0.11491,0.51254
219,"trust board directors court control mental media company capacity suit
",3.0,0.741984788620624,0.8782919663991126,-262.4821188829405,0.14,0.53,0.10840,0.16926,0.30956
220,"former chief executive board new president years chairman job top
",3.4,0.3894794258822864,0.7719209880841582,-170.295563176698,0.1,0.29,0.16539,0.19567,0.45249
221,"graduated father received mother son couple married daughter met degree
",2.4,0.8442277491771981,0.9983161381557094,-132.8082325457593,0.37,1.16,0.14219,0.09766,0.43212
222,"said group new program also help members million work director
",2.4,0.21733476382308253,0.8012069376744682,-137.53797829601118,0.02,0.07,0.19778,0.19999,0.46071
223,"rights people government group human police protests many protesters activists
",3.4,0.7499226297095808,0.7626682868743567,-195.84467533796845,0.12,0.42,0.17633,0.16259,0.27613
224,"even could last much time still back one like many
",1.8,0.06308536479502756,0.7843461340526118,-69.3643192217826,0.01,0.03,0.15986,0.15180,0.33172
225,"athletes sports olympics doping russian games sport world team states
",3.4,0.8895532559409756,0.9558342452047563,-209.29535463940778,0.2,0.7,0.15392,0.20323,0.44884
226,"home estate homes apartment real building housing million rent apartments
",4.0,0.8645856141212128,0.9107399419894403,-210.90380797713038,0.17,0.64,0.18082,0.11464,0.36965
227,"gun attacks people attack shooting terrorist terrorism killed security victims
",4.0,0.8831375667362884,0.9210737685718587,-189.47188667238942,0.19,0.67,0.13887,0.29264,0.37111
228,"party political government minister president country power leader corruption former
",3.4,0.7772886194105274,0.9227143654219341,-178.5788344171285,0.13,0.44,0.20974,0.15349,0.40552
229,"one back head around another room front face minutes left
",1.4,0.32482952859383074,0.7005869241721698,-160.17883858691607,0.04,0.15,0.08783,0.32279,0.39976
230,"said added like people many would last say dont one
",1.8,0.18938633750045034,1.0,-73.6504583665124,0.02,0.04,0.16597,0.14396,0.35430
231,"drug drugs pain marijuana patients opioid prescription addiction medical opioids
",3.4,0.9084552869316898,0.9383843351224337,-222.98977903957308,0.35,1.38,0.22744,0.09812,0.41373
232,"states american countries foreign president nations officials international security world
",3.4,0.6402840252521577,0.9228076119016388,-175.6341425324047,0.1,0.33,0.18378,0.14121,0.31177
233,"show play theater musical production shows best new plays cast
",3.6,0.8368421215832789,0.9436872105544799,-205.33495281150505,0.14,0.5,0.13284,0.17654,0.31730
234,"room house two floor rooms kitchen feet building square living
",3.2,0.8000106320608219,0.9318253562756311,-200.730356222133,0.19,0.67,0.17528,0.06576,0.37124
235,"british european vote leave referendum bloc campaign would voters economic
",3.4,0.8216428465916104,0.9512956766060189,-177.66100425084676,0.2,0.68,0.14738,0.10592,0.39556
236,"tax would pay insurance health money income people costs cost
",3.6,0.7505837279292034,0.902696077079819,-200.3745498855152,0.12,0.43,0.20088,0.29379,0.37468
237,"law rules states laws federal would new legal use could
",3.0,0.5361510143796522,0.5057228791529575,-158.0416912064239,0.07,0.24,0.10203,0.18254,0.40720
238,"design like new says space light made designed furniture look
",2.8,0.5634654794697131,0.6792768457261611,-204.70669564793127,0.07,0.26,0.09765,0.12664,0.36529
239,"said people fire victims died killed death dead bodies body
",2.2,0.6801426402650502,0.5260371936557435,-203.48086633212324,0.12,0.43,0.23496,0.27308,0.30670
240,"gay transgender people rights gender posted bathroom lesbian heres use
",3.2,0.8454936549686461,0.9482824750567732,-261.81388493055255,0.16,0.54,0.15029,0.07978,0.44033
241,"women men sexual woman female sex womens male rape assault
",2.8,1.0,0.9693417978263859,-227.87008682367363,0.21,0.79,0.25767,0.22875,0.51536
242,"players team season teams player league coach draft pick games
",4.0,0.7728955611054005,0.9586367991480671,-142.1089996585345,0.24,0.77,0.45103,0.16733,0.55769
243,"night event crowd party events people like day around held
",1.8,0.39547796512600997,0.45543564877044307,-181.06066948627165,0.04,0.15,0.11490,0.20730,0.51191
244,"water miles island trees land along beach sea town summer
",3.2,0.7912908143912573,0.7433172068731427,-261.1083392060277,0.11,0.47,0.15882,0.15016,0.36439
245,"article misstated comments may incorrectly error referred name last misidentified
",3.4,0.7985299938228344,0.9925791489304543,-185.2152781997712,0.24,0.84,0.16146,0.16519,0.32402
246,"percent people study data found according research number rate report
",3.6,0.4664424595033844,0.9199562798439725,-181.84841464337035,0.11,0.38,0.16541,0.12665,0.34070
247,"said would time one years first wanted went didnt back
",1.2,0.11515364615371047,0.8747595066236653,-93.82686942674302,0.03,0.09,0.11169,0.08284,0.45728
248,"campaign presidential nominee party democratic republicans candidate election political primary
",4.0,0.6845748869320907,0.9645369185271727,-123.75093430386544,0.26,0.85,0.45174,0.22484,0.58652
249,"years name one history first death died never known time
",2.2,0.3255042956510371,0.7296634630310211,-145.59936335410254,0.03,0.09,0.20265,0.14398,0.38731
250,"voters vote percent delegates state states election polls win primary
",3.0,0.8463676600285067,0.9615874190926558,-173.01539293302378,0.18,0.61,0.22509,0.17479,0.37749
251,"tunnels temple found tigers tunnel ancient coral site van years
",3.2,0.824735169998944,0.5768080268451437,-384.7882483077488,0.07,0.31,0.15461,0.17583,0.43618
252,"goal game series games scored goals period play said playoff
",2.8,0.802496600171092,0.9470682945935441,-163.47257242215224,0.21,0.68,0.16752,0.15066,0.46743
253,"game points warriors games series finals team quarter said cavaliers
",3.0,0.8311838523526992,0.9618978730400903,-168.47946503388977,0.22,0.71,0.18694,0.16650,0.46460
254,"prison trial case court prosecutors years judge convicted sentence charges
",3.6,0.8694358781220107,0.9396330094012262,-167.09492109938935,0.24,0.82,0.21921,0.12382,0.43085
255,"students school schools student college education university high teachers colleges
",4.0,0.9667550639022174,0.9901631321410894,-191.9488239591533,0.27,0.95,0.34146,0.12752,0.53283
256,"people one day home days money every many like get
",1.8,0.37857541581538057,0.49269057907608305,-111.51485929148538,0.02,0.05,0.11962,0.10480,0.43567
257,"hair wearing look dress wear fashion wore women black shoes
",3.6,0.8825628828585605,0.7752816307046824,-235.25804525799057,0.18,0.74,0.19374,0.12305,0.46342
258,"french said tournament play match tennis players round golf player
",3.4,0.8075163626262156,0.8508876591670217,-204.47131962393615,0.15,0.54,0.20468,0.18844,0.55147
259,"film movie films movies characters director story character documentary series
",3.8,0.8413413484924483,0.9243342211190438,-206.02800206034317,0.18,0.69,0.19709,0.11241,0.54625
260,"care health medical cancer patients doctors hospital hospitals treatment doctor
",4.0,0.9431976985512025,0.8969344678333784,-198.864802129813,0.29,1.06,0.28735,0.17301,0.45151
261,"last year years two one first since three week new
",1.0,0.0,0.9244248452285534,-77.74156669605622,0.06,0.13,0.19177,0.13996,0.36530
262,"financial banks bank money debt fund loans investors funds hedge
",3.4,0.9158143386398602,0.9630892997332221,-200.61650775372027,0.25,0.9,0.15016,0.19214,0.48092
263,"million percent billion year quarter sales said first revenue business
",3.2,0.6777686216378778,0.9406736195474956,-148.80470830569968,0.15,0.44,0.16430,0.16677,0.44973
264,"technology scientists research could science used human researchers drones test
",3.4,0.8465245888762459,0.7078643554189972,-264.5414463663001,0.1,0.38,0.21149,0.19256,0.36148
265,"company billion deal companies shares percent shareholders business investors million
",2.8,0.7522335763816244,0.9624574046915669,-157.4991203476001,0.2,0.63,0.19807,0.18110,0.28827
266,"music dance ballet festival opera dancers director work company season
",3.4,0.8756797569228411,0.8799435836637465,-262.71161671859704,0.14,0.55,0.18121,0.26822,0.37695
267,"plane flight aircraft planes airlines egyptian crash flying crew air
",3.6,0.9014888787743475,0.83662895460914,-248.01983316627542,0.28,1.17,0.20364,0.18305,0.56109
268,"show shows television series season tv episode cable network like
",3.6,0.8286332289945836,0.9470618857523382,-220.0158275705253,0.14,0.51,0.26413,0.16001,0.41876
269,"city building residents citys local neighborhood buildings area public construction
",3.6,0.5782166100749337,0.9018368616285285,-191.20915926540545,0.14,0.52,0.13056,0.15561,0.40744
270,"news media editor journalists story article newspaper reporter reporters stories
",3.4,0.8409760997566329,0.8811564356967855,-236.56564628284548,0.15,0.57,0.20096,0.08471,0.47658
271,"military forces government war officials killed said soldiers attacks attack
",3.6,0.7603154865934881,0.9305482547755642,-172.6224316554819,0.15,0.53,0.13477,0.13953,0.34367
272,"black white race racial people diversity american history country blacks
",3.0,0.8983099984387802,0.9067245227557306,-229.60662616578364,0.11,0.44,0.17175,0.15529,0.41355
273,"report information investigation officials documents email government found agency evidence
",2.6,0.5504819878399714,0.7991401544637292,-212.3974535972405,0.11,0.38,0.10143,0.11365,0.42665
274,"restaurant wine restaurants bar food chef menu like beer french
",3.8,0.8959289442690788,0.8818356279941428,-219.48100812257397,0.19,0.73,0.23667,0.20579,0.44706
275,"travel hotel tickets trip hotels travelers guests ticket also including
",3.4,0.7833470012057664,0.8166951864048019,-267.1789912418427,0.12,0.47,0.12467,0.13078,0.37468
276,"like think going dont get really want lot people thats
",1.0,0.1554397475682602,0.9591155721896917,-100.19356019363234,0.13,0.36,0.12829,0.08765,0.34420
277,"fashion designer store collection brand jewelry mens designers brands wear
",3.2,0.889309310880955,0.8647912406383137,-216.42856351932147,0.26,1.03,0.17776,0.08081,0.38591
278,"church religious jewish religion mosque churches jews faith christian prayer
",3.4,0.995339717268035,0.8757241360747775,-302.9022121141446,0.21,1.01,0.23891,0.16785,0.53656
279,"cars vehicles drivers car company states emissions recall driving owners
",3.0,0.8591481528641578,0.941479135411595,-258.8278757213137,0.19,0.72,0.20944,0.12617,0.34493
280,"art artists work museum artist exhibition show works gallery museums
",3.6,0.818880337262367,0.9569429059788009,-175.80067071584608,0.26,0.92,0.24458,0.19550,0.50934
281,"recipe chicken cooking food make cook recipes good meat sauce
",3.6,0.926829088698191,0.914754219847194,-184.96354669745728,0.28,1.09,0.30582,0.23025,0.55388
282,"race horse racing races horses track bike driver colt running
",3.2,0.8523848379872065,0.8888994450649684,-293.4052623906497,0.21,0.89,0.14055,0.10660,0.44234
283,"virus water health women states said cases pregnant lead officials
",2.8,0.8163624793173245,0.7931772265036262,-234.55955806568267,0.08,0.28,0.07845,0.19653,0.44662
284,"species animals scientists human humans found researchers said animal zoo
",2.4,0.9139210735671963,0.7308506067090751,-252.655319515097,0.16,0.66,0.14459,0.21668,0.37984
285,"music album song songs band singer also new jazz pop
",3.6,0.9067454988082861,0.9468294301727815,-198.06383374649755,0.22,0.84,0.27511,0.24975,0.57840
286,"company companies business industry new customers chief executive market products
",3.6,0.5244231041379788,0.9458665615572841,-153.53063175065847,0.14,0.42,0.15537,0.13656,0.30564
287,"game team players soccer fans teams goal tournament games play
",3.6,0.8653185715824069,0.9720444803751833,-143.50164028849844,0.22,0.71,0.22680,0.16258,0.51213
288,"family children mother parents father home son young child daughter
",3.4,0.5916470193909394,0.9166258042865816,-175.31149921465692,0.19,0.61,0.22153,0.23141,0.51357
289,"percent rose fell cents stocks prices oil stock points index
",3.0,0.8279481346522505,0.9919839918203542,-189.40872700527993,0.32,1.08,0.13797,0.12485,0.41412
290,"economy economic growth percent market markets rate rates jobs prices
",3.0,0.7857703142320733,0.9212909100354835,-174.97732904148296,0.21,0.72,0.19982,0.07683,0.33499
291,"court case lawsuit decision legal ruling law judge courts lawyers
",3.4,0.7339158558608031,0.9411419375455288,-165.46426006758006,0.22,0.75,0.23660,0.20372,0.41838
292,"one may even like also many much make could way
",1.2,0.039393622066942094,0.8972987173396934,-74.6008336783485,0.01,0.04,0.15573,0.09906,0.33008
293,"de state money campaign mayor million city governor donors political
",3.0,0.8165984943463803,0.8552322498716296,-219.05226637654235,0.11,0.39,0.12411,0.14354,0.37513
294,"oil climate energy gas change power coal plants production carbon
",4.0,0.8930856719902244,0.9360581280109043,-254.89434155844876,0.24,0.9,0.22351,0.14477,0.40012
295,"app data technology devices software mobile digital use phone like
",3.4,0.8282239471184023,0.8964973615376243,-217.65126460827383,0.16,0.62,0.25870,0.16810,0.40068
296,"people asked person know would one told say talk interview
",2.0,0.3325966940384118,0.607288974716595,-132.8877872531034,0.05,0.15,0.12566,0.10649,0.30527
297,"wedding marriage couple married couples guests relationship friend husband divorce
",3.8,0.879262407810716,0.7814609725257615,-252.47161921887914,0.2,0.81,0.20671,0.27504,0.43573
298,"like one first world two scene kind way life love
",1.4,0.3969541955127837,0.0,-130.2158697860417,0.03,0.08,0.15601,0.16409,0.32973
299,said mets season right surgery injury back last team left,2.2,0.770834765418089,0.8472712047258509,-170.41175858744705,0.1,0.34,0.30847,0.18370,0.44753
